VcsUrl,JobName,WeightedMiddle,AverageRatio,HighestRatio,LowestRatio,ValidBuildCount,Final,JobNum
https://github.com/commaai/panda,build,0.041463991,0.17771425,0.77731619,0.002540925,2013,0.041463991,172
https://github.com/testcontainers/testcontainers-java,okhttp,0.044273577,0.058070606,0.14501992,0.008129329,1106,0.044273577,173
https://github.com/freedomofpress/securedrop,staging-test-with-rebase,0.059652052,0.262996556,0.814197592,0.01197856,3199,0.059652052,174
https://github.com/testcontainers/testcontainers-java,modules-jdbc-test,0.069614602,0.112452387,0.815380963,0,4986,0.069614602,175
https://github.com/googleapis/gapic-showcase,test,0.079282458,0.302164108,0.887360147,0.016004912,1398,0.079282458,176
https://github.com/alchemy-fr/Phraseanet,build_phraseanet-nginx,0.082261193,0.195741477,0.646275558,0.041605718,1834,0.082261193,177
https://github.com/samvera/hyrax,build-2,0.082527855,0.345584407,0.948192653,0.012924424,2248,0.082527855,178
https://github.com/home-assistant/core,pre-install-all-requirements,0.08500886,0.091051895,0.10691725,0.078683643,4008,0.08500886,179
https://github.com/testcontainers/testcontainers-java,core,0.095174071,0.099084696,0.197870887,0.048739097,4876,0.095174071,180
https://github.com/commaai/panda,language_check,0.096813045,0.23363788,0.611088613,0.042386841,1298,0.096813045,181
https://github.com/testcontainers/testcontainers-java,selenium,0.098581346,0.10754281,0.18870461,0,5057,0.098581346,182
https://github.com/aeternity/aeternity,docker_smoke_tests,0.099842019,0.080448674,0.213297907,0.021031029,4837,0.099842019,183
https://github.com/PowerDNS/pdns,test-recursor-bulk,0.100286053,0.271471607,0.768721027,0.054969747,2357,0.100286053,184
https://github.com/pilosa/pilosa,dockerhub-upload,0.104959644,0.125839697,0.33979347,0,960,0.104959644,185
https://github.com/livepeer/go-livepeer,build-builder,0.107248242,0.126320426,0.425408535,0.004294319,2432,0.107248242,186
https://github.com/alchemy-fr/Phraseanet,build_phraseanet-worker,0.108091948,0.194997109,0.60627524,0.02811072,1833,0.108091948,187
https://github.com/raiden-network/raiden,smoketest-matrix-development-parity-3.7,0.111642729,0.181640792,0.933595445,0.096575311,5266,0.111642729,188
https://github.com/demisto/content,Server 4_1,0.124050458,0.092210926,0.153310622,0,2088,0.124050458,189
https://github.com/home-assistant/core,pre-test 3.5.5,0.126601086,0.107498579,0.147406947,0.045569397,4062,0.126601086,190
https://github.com/gatsbyjs/gatsby,integration_tests_ssr,0.127900393,0.241970346,0.57539593,0.127607094,962,0.127900393,191
https://github.com/mne-tools/mne-python,build_docs,0.131423054,0.187924256,0.896588711,0.057024149,7700,0.131423054,192
https://github.com/angular/angular-cli,test-win,0.133586266,0.165285317,0.754904556,0,8010,0.133586266,193
https://github.com/rsksmart/rskj,mining-tests,0.135129803,0.123711231,0.231017945,0.026338668,1082,0.135129803,194
https://github.com/raiden-network/raiden,smoketest-matrix-production-geth-3.7,0.139472824,0.197715881,0.898971658,0.100258897,5255,0.139472824,195
https://github.com/koreader/koreader,build,0.139510686,0.130352102,0.188656443,0.066444097,1938,0.139510686,196
https://github.com/OpenZeppelin/openzeppelin-contracts,coverage,0.140705561,0.266871047,0.675075067,0.01228008,1275,0.140705561,197
https://github.com/demisto/content,Run Unit Testing And Lint,0.141679221,0.222626333,0.722938508,0.026328679,14434,0.141679221,198
https://github.com/home-assistant/core,pre-test 3.7,0.143338101,0.124073642,0.164855529,0.08224799,4062,0.143338101,199
https://github.com/raiden-network/raiden,smoketest-matrix-development-geth-3.7,0.1451524,0.205161848,0.948061607,0.098014857,5279,0.1451524,200
https://github.com/home-assistant/core,pre-test 3.6,0.14586365,0.139937487,0.250849581,0.077238417,4071,0.14586365,201
https://github.com/apollographql/apollo-server,Package tarballs,0.146796319,0.154982214,0.183481053,0.123121766,6145,0.146796319,202
https://github.com/cBioPortal/cbioportal,install_yarn,0.154072836,0.191009043,0.799468412,0.086795033,1720,0.154072836,203
https://github.com/raiden-network/raiden,test-integration-matrix-geth-3.7,0.154956179,0.217958487,0.811611976,0.042454435,4282,0.154956179,204
https://github.com/AlexsLemonade/refinebio,transcriptome_and_illumina_tests,0.156803216,0.373374381,1.01771705,0.079042773,1110,0.156803216,205
https://github.com/googleapis/artman,golden_and_smoke_tests,0.157203012,0.173231124,0.693341028,0.044292698,1020,0.157203012,206
https://github.com/demisto/content,Server 4_5,0.157653829,0.200751803,0.287055544,0.14860789,5100,0.157653829,207
https://github.com/raiden-network/raiden,scenario-player-integration-test,0.158331926,0.351922293,0.770288759,0.057484478,1458,0.158331926,208
https://github.com/samvera/hyrax,bundle-3,0.160187107,0.408170449,0.888009988,0.063849572,2205,0.160187107,209
https://github.com/gatsbyjs/gatsby,e2e_tests_production_runtime,0.161961639,0.18056894,0.336204722,0,19365,0.161961639,210
https://github.com/angular/angular-cli,e2e-cli-ng-ve-snapshots,0.165244303,0.375385741,0.708608972,0.087004164,3579,0.165244303,211
https://github.com/PowerDNS/pdns,test-recursor-regression,0.167944001,0.345832482,0.996599042,0.053730338,2284,0.167944001,212
https://github.com/gatsbyjs/gatsby,e2e_tests_pnp,0.169204969,0.198773087,0.429833141,0.146195436,5771,0.169204969,213
https://github.com/commaai/panda,safety_replay,0.173451165,0.198516097,0.550947351,0.020965287,1474,0.173451165,214
https://github.com/testcontainers/testcontainers-java,modules-no-jdbc-test-no-selenium,0.173455589,0.278365082,0.800336487,0.089715992,4381,0.173455589,215
https://github.com/raiden-network/raiden,test-integration-matrix-parity-3.7,0.173793761,0.181308834,0.638294362,0.022879517,4188,0.173793761,216
https://github.com/angular/angular-cli,e2e-cli-ng-snapshots,0.17443759,0.282997432,0.851884843,0.015329515,6194,0.17443759,217
https://github.com/SimpleITK/SimpleITK,build-and-test,0.182198427,0.245425716,1.06454744,0.06344667,1855,0.182198427,218
https://github.com/gatsbyjs/gatsby,integration_tests_artifacts,0.183096117,0.278831576,0.464971949,0.107640211,3744,0.183096117,219
https://github.com/demisto/content,Server 5_0,0.184221224,0.274859566,0.544224855,0.15616396,8961,0.184221224,220
https://github.com/AlexsLemonade/refinebio,common_smasher_tests,0.184807567,0.179166199,0.271537209,0.113135306,3009,0.184807567,221
https://github.com/activeadmin/activeadmin,testapp60turbolinks,0.185942893,0.198902612,0.317199229,0.116738685,1572,0.185942893,222
https://github.com/commaai/panda,safety,0.187586584,0.237164008,0.724157696,0.029967239,1992,0.187586584,223
https://github.com/grafana/metrictank,deploy,0.187672198,0.18194503,0.380444986,0.083887107,2205,0.187672198,224
https://github.com/activeadmin/activeadmin,testapp52,0.189703485,0.340939342,0.750923236,0.105347606,2363,0.189703485,225
https://github.com/IntelLabs/coach,build_base,0.192813164,0.268474567,0.543595846,0.067825151,1339,0.192813164,226
https://github.com/cBioPortal/cbioportal-frontend,install,0.195004566,0.253666786,0.930130534,0.110953893,13275,0.195004566,227
https://github.com/gatsbyjs/gatsby,e2e_tests_gatsbygram,0.19598045,0.196797247,0.408412666,0.108169991,9056,0.19598045,228
https://github.com/activeadmin/activeadmin,ruby26rails60turbolinks,0.197969288,0.286061989,0.721017204,0.1411531,1451,0.197969288,229
https://github.com/facebookresearch/ParlAI,unittests_gpu11,0.198171368,0.356970263,0.991671539,0.04709783,1459,0.198171368,230
https://github.com/gatsbyjs/gatsby,e2e_tests_development_runtime,0.20026797,0.207978801,0.307328264,0.089340016,19422,0.20026797,231
https://github.com/gatsbyjs/gatsby,e2e_tests_runtime,0.200981361,0.176116467,0.287103777,0.060674216,2665,0.200981361,232
https://github.com/edgi-govdata-archiving/web-monitoring-db,build,0.202678476,0.299175944,0.7364209,0.075872414,1180,0.202678476,233
https://github.com/scalyr/scalyr-agent-2,smoke-monitors-tests,0.203783112,0.203876604,0.373204389,0.066855433,1227,0.203783112,234
https://github.com/activeadmin/activeadmin,ruby26rails60,0.205526475,0.368504178,0.808953286,0.119371575,1745,0.205526475,235
https://github.com/graknlabs/grakn,test-integration-reasoner,0.207733996,0.218454352,0.615966923,0,1367,0.207733996,236
https://github.com/scalyr/scalyr-agent-2,unittest-35-osx,0.212093091,0.220129225,0.449479733,0.127992998,1170,0.212093091,237
https://github.com/PopulateTools/gobierto,bundle_dependencies,0.213563715,0.293352657,0.646682542,0.106787828,6475,0.213563715,238
https://github.com/graknlabs/grakn,test-end-to-end,0.214715601,0.258410257,0.722227803,0.020358468,1374,0.214715601,239
https://github.com/gatsbyjs/gatsby,integration_tests,0.21714981,0.388796419,1.012411881,0.203634338,5959,0.21714981,240
https://github.com/demisto/content,build,0.218191602,0.385813556,0.831198499,0,11761,0.218191602,241
https://github.com/square/okhttp,testjdk8alpn,0.223083572,0.408530426,0.784298718,0.143288638,1400,0.223083572,242
https://github.com/istio/proxy,macos,0.224005055,0.247138316,0.759674335,0.01702461,2874,0.224005055,243
https://github.com/gatsbyjs/gatsby,unit_tests_node10,0.225306983,0.255214041,0.479075315,0.120223975,33055,0.225306983,244
